"study","condition.name","outcome.name","variant","variant_n_prompts","page_idx","page_text"
"Silverman1035","Treatment 4: Corrective Information, Military Endorsement","Americans_Killed",1,56,1,"> New Poll Finds Rising Fears of Terrorism Nationwide</u>
> [SPACE]
> The number of people who say that acts of terrorism against Americans are imminent is up 3% from last year, according to a new poll released this week. In the wake of attacks in San Bernardino, Orlando, Paris, and London, the Pew Research Center found that 63% of Americans think major terrorist attacks are likely to occur soon on American soil. Government officials have echoed these concerns. “We are issuing a new advisory that the terror threat is now elevated across the country,” said Undersecretary for Homeland Security Stephen Krause. “We have to remain vigilant and we have to stay alert. Terrorists can strike anytime, anywhere.”
> 
> Taking a Closer Look at the Terror Threat</u>
> [SPACE]
> Does terrorism really pose a critical threat to us? Below is a figure showing the average American’s risk of death from different sources. Please take a minute to study it closely.
> [SPACE]
> Threat	Period	Annual Deaths	Annual Risk
> Cancer	2009	560,000	1 in 540
> Traffic Accidents	2008	34,017	1 in 8,000
> Homicide	2006	14,180	1 in 22,000
> Natural Disasters	1999-2008	629	1 in 480,000
> Home Appliances	Yearly Average	200	1 in 1,500,000
> Commercial Aviation	1989-2007	103	1 in 2,900,000
> Terrorism	1970-2007	87	1 in 3,500,000
> Lightning	2008	42	1 in 7,000,000
> Source: Mueller and Stewart 2015
> [SPACE]
> As can be seen, around 90 Americans are killed each year by terrorism on U.S. soil. This means the risk of being a victim of terrorism in a given year is about 1 in 3.5 million. In comparison, the risk of being killed by cancer is 1 in 540, the risk of being killed in a car accident is 1 in 8,000, and the chance of being killed by your own home appliances is 1 in 1.5 million. These numbers provide some essential context when thinking about the different threats to our public safety.
> [SPACE]
> Indeed, these facts have been noted by officials. For example, four-star Army General John Baker stated recently: “The truth is that you are far more likely to be killed by routine, mundane dangers than you are by a terrorist attack. We as Americans need to take a closer look at the risks and choices we face.”"
"Silverman1035","Treatment 4: Corrective Information, Military Endorsement","Americans_Killed",1,56,2,"> About how many Americans are killed each year by terrorism on U.S. soil?
> Please choose a number from 1 (87) to 3 (87,000)

Participant X chooses: '"
"Silverman1035","Treatment 4: Corrective Information, Military Endorsement","Americans_Killed",2,64,1,"> New Poll Finds Rising Fears of Terrorism Nationwide</u>
> [SPACE]
> The number of people who say that acts of terrorism against Americans are imminent is up 3% from last year, according to a new poll released this week. In the wake of attacks in San Bernardino, Orlando, Paris, and London, the Pew Research Center found that 63% of Americans think major terrorist attacks are likely to occur soon on American soil. Government officials have echoed these concerns. “We are issuing a new advisory that the terror threat is now elevated across the country,” said Undersecretary for Homeland Security Stephen Krause. “We have to remain vigilant and we have to stay alert. Terrorists can strike anytime, anywhere.”
> 
> Taking a Closer Look at the Terror Threat</u>
> [SPACE]
> Does terrorism really pose a critical threat to us? Below is a figure showing the average American’s risk of death from different sources. Please take a minute to study it closely.
> [SPACE]
> Threat	Period	Annual Deaths	Annual Risk
> Cancer	2009	560,000	1 in 540
> Traffic Accidents	2008	34,017	1 in 8,000
> Homicide	2006	14,180	1 in 22,000
> Natural Disasters	1999-2008	629	1 in 480,000
> Home Appliances	Yearly Average	200	1 in 1,500,000
> Commercial Aviation	1989-2007	103	1 in 2,900,000
> Terrorism	1970-2007	87	1 in 3,500,000
> Lightning	2008	42	1 in 7,000,000
> Source: Mueller and Stewart 2015
> [SPACE]
> As can be seen, around 90 Americans are killed each year by terrorism on U.S. soil. This means the risk of being a victim of terrorism in a given year is about 1 in 3.5 million. In comparison, the risk of being killed by cancer is 1 in 540, the risk of being killed in a car accident is 1 in 8,000, and the chance of being killed by your own home appliances is 1 in 1.5 million. These numbers provide some essential context when thinking about the different threats to our public safety.
> [SPACE]
> Indeed, these facts have been noted by officials. For example, four-star Army General John Baker stated recently: “The truth is that you are far more likely to be killed by routine, mundane dangers than you are by a terrorist attack. We as Americans need to take a closer look at the risks and choices we face.”"
"Silverman1035","Treatment 4: Corrective Information, Military Endorsement","Americans_Killed",2,64,2,"> About how many Americans are killed each year by terrorism on U.S. soil?
> Please choose a number from 1 (87) to 3 (87,000)

You choose: '"
"Silverman1035","Control group: No Corrective Information","Terrorism_worry",1,56,1,"> The next screens contain some important information for this survey. We appreciate your careful attention to the details in the passage on the next screens. There will be a slight delay in moving past the next screens.  Additionally, you will not be able to go back to the previous screen, so please read the entire passage carefully. Thank you."
"Silverman1035","Control group: No Corrective Information","Terrorism_worry",1,56,2,"> <u>New Poll Finds Rising Fears of Terrorism Nationwide</u>
> 
> The number of people who say that acts of terrorism against Americans are imminent is up 3% from last year, according to a new poll released this week. In the wake of attacks in San Bernardino, Orlando, Paris, and London, the Pew Research Center found that 63% of Americans think major terrorist attacks are likely to occur soon on American soil. Government officials have echoed these concerns. “We are issuing a new advisory that the terror threat is now elevated across the country,” said Undersecretary for Homeland Security Stephen Krause. “We have to remain vigilant and we have to stay alert. Terrorists can strike anytime, anywhere.”"
"Silverman1035","Control group: No Corrective Information","Terrorism_worry",1,56,3,"> How worried are you that you will become a victim of terrorism?
> Please choose a number from 1 (Not worried at all) to 4 (Very worried)

Participant X chooses: '"
"Silverman1035","Control group: No Corrective Information","Terrorism_worry",2,64,1,"> The next screens contain some important information for this survey. We appreciate your careful attention to the details in the passage on the next screens. There will be a slight delay in moving past the next screens.  Additionally, you will not be able to go back to the previous screen, so please read the entire passage carefully. Thank you."
"Silverman1035","Control group: No Corrective Information","Terrorism_worry",2,64,2,"> <u>New Poll Finds Rising Fears of Terrorism Nationwide</u>
> 
> The number of people who say that acts of terrorism against Americans are imminent is up 3% from last year, according to a new poll released this week. In the wake of attacks in San Bernardino, Orlando, Paris, and London, the Pew Research Center found that 63% of Americans think major terrorist attacks are likely to occur soon on American soil. Government officials have echoed these concerns. “We are issuing a new advisory that the terror threat is now elevated across the country,” said Undersecretary for Homeland Security Stephen Krause. “We have to remain vigilant and we have to stay alert. Terrorists can strike anytime, anywhere.”"
"Silverman1035","Control group: No Corrective Information","Terrorism_worry",2,64,3,"> How worried are you that you will become a victim of terrorism?
> Please choose a number from 1 (Not worried at all) to 4 (Very worried)

You choose: '"
"Silverman1035","Treatment 1: Corrective Information, No Elite Endorsement","Terrorism_worry",1,56,1,"> <u>New Poll Finds Rising Fears of Terrorism Nationwide</u>
> 
> The number of people who say that acts of terrorism against Americans are imminent is up 3% from last year, according to a new poll released this week. In the wake of attacks in San Bernardino, Orlando, Paris, and London, the Pew Research Center found that 63% of Americans think major terrorist attacks are likely to occur soon on American soil. Government officials have echoed these concerns. “We are issuing a new advisory that the terror threat is now elevated across the country,” said Undersecretary for Homeland Security Stephen Krause. “We have to remain vigilant and we have to stay alert. Terrorists can strike anytime, anywhere.”
> 
> Taking a Closer Look at the Terror Threat</u>
> [SPACE]
> Does terrorism really pose a critical threat to us? Below is a figure showing the average American’s risk of death from different sources. Please take a minute to study it closely.
> [SPACE]
> Threat        Period        Annual Deaths        Annual Risk
> Cancer        2009        560,000        1 in 540
> Traffic Accidents        2008        34,017        1 in 8,000
> Homicide        2006        14,180        1 in 22,000
> Natural Disasters        1999-2008        629        1 in 480,000
> Home Appliances        Yearly Average        200        1 in 1,500,000
> Commercial Aviation        1989-2007        103        1 in 2,900,000
> Terrorism        1970-2007        87        1 in 3,500,000
> Lightning        2008        42        1 in 7,000,000
> Source: Mueller and Stewart 2015
> [SPACE]
> As can be seen, around 90 Americans are killed each year by terrorism on U.S. soil. This means the risk of being a victim of terrorism in a given year is about 1 in 3.5 million. In comparison, the risk of being killed by cancer is 1 in 540, the risk of being killed in a car accident is 1 in 8,000, and the chance of being killed by your own home appliances is 1 in 1.5 million. These numbers provide some essential context when thinking about the different threats to our public safety."
